,Distinction,Name,Location,Price,Cuisine
687,1 Star,Wolfshöhle,"Freiburg im Breisgau, Germany",€€€€,Classic Cuisine
688,1 Star,DIE GOURMET STUBE im Gasthaus Hummel,"Duggendorf, Germany",€€€,Farm to table
689,1 Star,Solo Du,"Bischofswiesen, Germany",€€€,Modern Cuisine
690,1 Star,Kettner's Kamota,"Essen, Germany",€€€,Austrian
691,1 Star,Schwabenstube,"Asperg, Germany",€€€,Classic French
692,1 Star,Masters,"Blankenhain, Germany",€€€,Modern French
693,1 Star,Alte Baiz,"Neuhausen, Germany",€€€€,Modern Cuisine
694,1 Star,FAVORITE restaurant,"Mainz, Germany",€€€€,Modern French
695,1 Star,Le Jardin de France im Stahlbad,"Baden-Baden, Germany",€€€€,Classic French
696,1 Star,The First,"Blankenhain, Germany",€€€,Seasonal Cuisine
697,1 Star,Gasthof Alex,"Weißenbrunn, Germany",€€€€,Farm to table
698,1 Star,TAWA YAMA FINE,"Karlsruhe, Germany",€€€€,Modern Cuisine
699,1 Star,SoulFood,"Auerbach in der Oberpfalz, Germany",€€€,International
700,1 Star,Aska,"Regensburg, Germany",€€€€,Japanese
701,1 Star,IKO,"Osnabrück, Germany",€€€€,Modern Cuisine
702,1 Star,prism,"Berlin, Germany",€€€€,Israeli
703,1 Star,Le temple,"Neuhütten, Germany",€€€€,Modern French
704,1 Star,Schwitzer's Gourmet-Restaurant,"Waldbronn, Germany",€€€€,Classic Cuisine
705,1 Star,Elements,"Dresden, Germany",€€€,Modern Cuisine
706,1 Star,1789,"Baiersbronn, Germany",€€€€,Modern Cuisine
707,1 Star,ZweiSinn Meiers | Fine Dining,"Nuremberg, Germany",€€€€,Creative
708,1 Star,Hupperts,"Stuttgart, Germany",€€€€,Classic Cuisine
709,1 Star,Restaurant Brogsitter - Historisches Gasthaus Sanct Peter,"Bad Neuenahr-Ahrweiler, Germany",€€€€,Modern Cuisine
710,1 Star,KAI3,"Hörnum, Germany",€€€€,Creative
711,1 Star,Aubergine,"Starnberg, Germany",€€€€,Creative
712,1 Star,DiVa,"Scharbeutz, Germany",€€€,Modern French
713,1 Star,ESS ATELIER STRAUSS,"Oberstdorf, Germany",€€€€,Classic Cuisine
714,1 Star,Silberdistel,"Ofterschwang, Germany",€€€€,Classic Cuisine
715,1 Star,Restaurant auf Schloss Filseck,"Uhingen, Germany",€€€€,Mediterranean Cuisine
716,1 Star,Orangerie,"Timmendorfer Strand, Germany",€€€,Classic French
717,1 Star,Anima,"Tuttlingen, Germany",€€€€,Creative
718,1 Star,Gourmetrestaurant Berlins Krone,"Bad Teinach-Zavelstein, Germany",€€€€,Modern French
719,1 Star,Délice,"Stuttgart, Germany",€€€€,Creative
720,1 Star,Rebers Pflug,"Schwäbisch Hall, Germany",€€€,Farm to table
721,1 Star,Gourmetrestaurant Nico Burkhardt,"Schorndorf, Germany",€€€€,Modern French
722,1 Star,Eisenbahn,"Schwäbisch Hall, Germany",€€€€,Modern French
